Comparing: e1-dos, e1, W, D, e2

File                                              e1-dos              e1               W               D              e2
ACTIONS/000787.FAN                                    25               -               -               -               -
ACTIONS/000788.FAN                                    25               -               -               -               -
ACTIONS/000789.FAN                                    25               -               -               -               -
ACTIONS/000790.FAN                                    25               -               -               -               -
ACTIONS/000791.FAN                                    25               -               -               -               -
ACTIONS/000792.FAN                                    25               -               -               -               -
ACTIONS/000793.FAN                                    25               -               -               -               -
ACTIONS/000794.FAN                              26/nns=0               -               -               -               -
ACTIONS/000795.FAN                              26/nns=0               -               -               -               -
ACTIONS/000796.FAN                              26/nns=0               -               -               -               -
ACTIONS/000797.FAN                              26/nns=0               -               -               -               -
ACTIONS/000798.FAN                              26/nns=0               -               -               -               -
ACTIONS/000799.FAN                              27/nns=0               -               -               -               -
ACTIONS/000800.FAN                              27/nns=0               -               -               -               -
ACTIONS/000801.FAN                              27/nns=0               -               -               -               -
ACTIONS/000802.FAN                              27/nns=0               -               -               -               -
ACTIONS/000803.FAN                              27/nns=0               -               -               -               -
ACTORS/A.FAN                                          23               -               -               -               -
ACTORS/ACTOR1.FAN                                     14               -               -               -               -
ACTORS/ACTOR2.FAN                                     14               -               -               -               -
ACTORS/ACTOR3.FAN                                     14               -               -               -               -
ACTORS/ACTOR4.FAN                                     14               -               -               -               -
ACTORS/ALTAR_D.FAN                                     9               -               -               -               -
ACTORS/ANNA1.FAN                                      10               -               -               -               -
ACTORS/ANNA2.FAN                                      10               -               -               -               -
ACTORS/ANNA3.FAN                                      10               -               -               -               -
ACTORS/ANNA4.FAN                                      10               -               -               -               -
ACTORS/B.FAN                                          24               -               -               -               -
ACTORS/BALAIE.FAN                                     24               -               -               -               -
ACTORS/BARBAR.FAN                                     20               -               -               -               -
ACTORS/BARREL.FAN                                      8               -               -               -               -
ACTORS/BARREL2.FAN                                     8               -               -               -               -
ACTORS/BARREL3.FAN                                     8               -               -               -               -
ACTORS/BARREL4.FAN                                     8               -               -               -               -
ACTORS/BARREL5.FAN                                     8               -               -               -               -
ACTORS/BARRY1.FAN                                     10               -               -               -               -
ACTORS/BAS1.FAN                                        9               -               -               -               -
ACTORS/BAS10.FAN                                       9               -               -               -               -
ACTORS/BAS11.FAN                                       9               -               -               -               -
ACTORS/BAS12.FAN                                       9               -               -               -               -
ACTORS/BAS13.FAN                                       9               -               -               -               -
ACTORS/BAS14.FAN                                       9               -               -               -               -
ACTORS/BAS15.FAN                                       9               -               -               -               -
ACTORS/BAS2.FAN                                        9               -               -               -               -
ACTORS/BAS3.FAN                                        9               -               -               -               -
ACTORS/BAS4.FAN                                        9               -               -               -               -
ACTORS/BAS5.FAN                                        9               -               -               -               -
ACTORS/BAS6.FAN                                        9               -               -               -               -
ACTORS/BAS7.FAN                                        9               -               -               -               -
ACTORS/BAS8.FAN                                        9               -               -               -               -
ACTORS/BAS9.FAN                                        9               -               -               -               -
ACTORS/BAT1.FAN                                       13               -               -               -               -
ACTORS/BAT2.FAN                                       13               -               -               -               -
ACTORS/BAT3.FAN                                       13               -               -               -               -
ACTORS/BAT4.FAN                                       13               -               -               -               -
ACTORS/BAT5.FAN                                       13               -               -               -               -
ACTORS/BEAM3.FAN                                       9               -               -               -               -
ACTORS/BEAMS1.FAN                                      8               -               -               -               -
ACTORS/BEAMS2.FAN                                      9               -               -               -               -
ACTORS/BED1.FAN                                        7               -               -               -               -
ACTORS/BED11.FAN                                       9               -               -               -               -
ACTORS/BED12.FAN                                       9               -               -               -               -
ACTORS/BED13.FAN                                       9               -               -               -               -
ACTORS/BED6.FAN                                        9               -               -               -               -
ACTORS/BEEDINN.FAN                                    13               -               -               -               -
ACTORS/BELL.FAN                                       13               -               -               -               -
ACTORS/BEM1.FAN                                        9               -               -               -               -
ACTORS/BEM2.FAN                                        9               -               -               -               -
ACTORS/BEM3.FAN                                        9               -               -               -               -
ACTORS/BIBLIO1.FAN                                    19               -               -               -               -
ACTORS/BIBLIO2.FAN                                    19               -               -               -               -
ACTORS/BIBLIO3.FAN                                    19               -               -               -               -
ACTORS/BIBLIO4.FAN                                    19               -               -               -               -
ACTORS/BIBLIO5.FAN                                    19               -               -               -               -
ACTORS/BIRD.FAN                                       25               -               -               -               -
ACTORS/BIRD1.FAN                                      13               -               -               -               -
ACTORS/BIRD2.FAN                                      13               -               -               -               -
ACTORS/BIRD3.FAN                                      13               -               -               -               -
ACTORS/BIRD4.FAN                                       8               -               -               -               -
ACTORS/BIRD5.FAN                                       7               -               -               -               -
ACTORS/BIRD6.FAN                                       7               -               -               -               -
ACTORS/BIRD7.FAN                                       7               -               -               -               -
ACTORS/BIRDY.FAN                                      13               -               -               -               -
ACTORS/BIRDY1.FAN                                     10               -               -               -               -
ACTORS/BLASON.FAN                                      9               -               -               -               -
ACTORS/BOK.FAN                                        25               -               -               -               -
ACTORS/BOK_MON1.FAN                                   22               -               -               -               -
ACTORS/BOK_MON2.FAN                                   25               -               -               -               -
ACTORS/BOK_MON3.FAN                             26/nns=0               -               -               -               -
ACTORS/BOK_PIGY.FAN                                   10               -               -               -               -
ACTORS/BOK_PRAY.FAN                                   15               -               -               -               -
ACTORS/BOK_STO1.FAN                                   14               -               -               -               -
ACTORS/BOK_STO2.FAN                                   14               -               -               -               -
ACTORS/BOK_STO3.FAN                                   14               -               -               -               -
ACTORS/BOK_STO4.FAN                                   10               -               -               -               -
ACTORS/BOK_STO5.FAN                                   10               -               -               -               -
ACTORS/BOOK.FAN                                       13               -               -               -               -
ACTORS/BOOK_SOR.FAN                                    8               -               -               -               -
ACTORS/BOT.FAN                                        10               -               -               -               -
ACTORS/BOT1.FAN                                       11               -               -               -               -
ACTORS/BOT7.FAN                                       25               -               -               -               -
ACTORS/BOUGIE1.FAN                                    13               -               -               -               -
ACTORS/BOW.FAN                                         8               -               -               -               -
ACTORS/BRIDGE.FAN                                      9               -               -               -               -
ACTORS/BRIDGE2.FAN                                     9               -               -               -               -
ACTORS/BUF.FAN                                         7               -               -               -               -
ACTORS/CANDLE1.FAN                                     9               -               -               -               -
ACTORS/CANDLE2.FAN                                     9               -               -               -               -
ACTORS/CANDLE3.FAN                                     9               -               -               -               -
ACTORS/CANDLE4.FAN                                     9               -               -               -               -
ACTORS/CARPET.FAN                                     14               -               -               -               -
ACTORS/CHAIR1.FAN                               26/nns=0               -               -               -               -
ACTORS/CHAIR2.FAN                                      7               -               -               -               -
ACTORS/CHAIR6.FAN                                      8               -               -               -               -
ACTORS/CHAIR_KI.FAN                                   19               -               -               -               -
ACTORS/CHAIR_SO.FAN                                    8               -               -               -               -
ACTORS/CHERUB.FAN                               26/nns=0               -               -               -               -
ACTORS/CHERUB1.FAN                                     8               -               -               -               -
ACTORS/CHEVAL.FAN                                     13               -               -               -               -
ACTORS/CHEVAL1.FAN                                    13               -               -               -               -
ACTORS/CHEVAL2.FAN                                    11               -               -               -               -
ACTORS/CHIMNEY1.FAN                                    7               -               -               -               -
ACTORS/CHIMNEY3.FAN                                    8               -               -               -               -
ACTORS/CHIMNEY5.FAN                                    8               -               -               -               -
ACTORS/CHI_PIGY.FAN                                   10               -               -               -               -
ACTORS/CHRIST.FAN                                      7               -               -               -               -
ACTORS/CHU_TOP.FAN                                    10               -               -               -               -
ACTORS/COUTEAU.FAN                                    24               -               -               -               -
ACTORS/CREEPLY.FAN                                    25               -               -               -               -
ACTORS/CROSS.FAN                                       8               -               -               -               -
ACTORS/CUPBOARD.FAN                                    8               -               -               -               -
ACTORS/C_CHERUB.FAN                                    8               -               -               -               -
ACTORS/D.FAN                                          25               -               -               -               -
ACTORS/DECO.FAN                                        9               -               -               -               -
ACTORS/DECO2.FAN                                       9               -               -               -               -
ACTORS/DEMJINN.FAN                                     9               -               -               -               -
ACTORS/DEMON.FAN                                      25               -               -               -               -
ACTORS/DEMON2.FAN                                     13               -               -               -               -
ACTORS/DEMON3.FAN                                     13               -               -               -               -
ACTORS/DEMONESS.FAN                                   25               -               -               -               -
ACTORS/DEV10.FAN                                      13               -               -               -               -
ACTORS/DEV2.FAN                                       20               -               -               -               -
ACTORS/DEVIL1.FAN                                     24               -               -               -               -
ACTORS/DEVIL11.FAN                                    25               -               -               -               -
ACTORS/DEVIL12.FAN                                    14               -               -               -               -
ACTORS/DEVIL123.FAN                                   13               -               -               -               -
ACTORS/DEVIL13.FAN                                    14               -               -               -               -
ACTORS/DEVIL2.FAN                                     24               -               -               -               -
ACTORS/DEVIL22.FAN                                    13               -               -               -               -
ACTORS/DEVIL3.FAN                                     24               -               -               -               -
ACTORS/DEVIL33.FAN                                    13               -               -               -               -
ACTORS/DEVIL4.FAN                                     24               -               -               -               -
ACTORS/DEVIL51.FAN                                    13               -               -               -               -
ACTORS/DEVIL52.FAN                                    13               -               -               -               -
ACTORS/DEVIL53.FAN                                    13               -               -               -               -
ACTORS/DEVIL54.FAN                                    13               -               -               -               -
ACTORS/DEVIL6.FAN                                     13               -               -               -               -
ACTORS/DEVIL7.FAN                                     13               -               -               -               -
ACTORS/DEVIL8.FAN                                     13               -               -               -               -
ACTORS/DI.FAN                                          7               -               -               -               -
ACTORS/DIDI.FAN                                       20               -               -               -               -
ACTORS/DINBAL.FAN                                     10               -               -               -               -
ACTORS/DINBALAI.FAN                                   13               -               -               -               -
ACTORS/DINETTE.FAN                                    25               -               -               -               -
ACTORS/DINETTE2.FAN                                   20               -               -               -               -
ACTORS/DINETTY.FAN                                    20               -               -               -               -
ACTORS/DINH.FAN                                       20               -               -               -               -
ACTORS/DINHE.FAN                                27/nns=0               -               -               -               -
ACTORS/DINN.FAN                                        8               -               -               -               -
ACTORS/DINNSTOP.FAN                                   13               -               -               -               -
ACTORS/DINNTIRD.FAN                                   13               -               -               -               -
ACTORS/DINN_B.FAN                                     24               -               -               -               -
ACTORS/DINN_CAN.FAN                                    9               -               -               -               -
ACTORS/DINN_S.FAN                                     24               -               -               -               -
ACTORS/DINN_UP.FAN                                    13               -               -               -               -
ACTORS/DINTDFST.FAN                                    8               -               -               -               -
ACTORS/DIN_L_S.FAN                                     8               -               -               -               -
ACTORS/DJINN.FAN                                      13               -               -               -               -
ACTORS/DOLMEN1.FAN                                    13               -               -               -               -
ACTORS/DOLMEN2.FAN                                    13               -               -               -               -
ACTORS/DOLMEN3.FAN                                    13               -               -               -               -
ACTORS/DOLMEN4.FAN                                    13               -               -               -               -
ACTORS/DOLMEN5.FAN                                    13               -               -               -               -
ACTORS/DOOR1.FAN                                       8               -               -               -               -
ACTORS/DOOR2.FAN                                      24               -               -               -               -
ACTORS/DOOR3.FAN                                       8               -               -               -               -
ACTORS/DOORMON2.FAN                                    7               -               -               -               -
ACTORS/DOORMONE.FAN                                    7               -               -               -               -
ACTORS/DOOR_CH1.FAN                                    8               -               -               -               -
ACTORS/DOOR_CH2.FAN                                    8               -               -               -               -
ACTORS/DOOR_F.FAN                               26/nns=0               -               -               -               -
ACTORS/DOUBLEDI.FAN                             26/nns=0               -               -               -               -
ACTORS/DOUBLENT.FAN                                   20               -               -               -               -
ACTORS/DRAG2.FAN                                      20               -               -               -               -
ACTORS/DRAGON.FAN                               27/nns=0               -               -               -               -
ACTORS/DRAGON1.FAN                                    25               -               -               -               -
ACTORS/DRAGON2.FAN                                    25               -               -               -               -
ACTORS/DRUID.FAN                                      24               -               -               -               -
ACTORS/EAGLE.FAN                                      10               -               -               -               -
ACTORS/EAMON.FAN                                26/nns=0               -               -               -               -
ACTORS/EDGE.FAN                                       21               -               -               -               -
ACTORS/EDGE1.FAN                                      21               -               -               -               -
ACTORS/EPOUVAIL.FAN                                   10               -               -               -               -
ACTORS/EUNUQU2.FAN                                    25               -               -               -               -
ACTORS/EUNUQUE.FAN                                    25               -               -               -               -
ACTORS/EXTRA5.FAN                                     24               -               -               -               -
ACTORS/FDI2.FAN                                       20               -               -               -               -
ACTORS/FDIN.FAN                                       25               -               -               -               -
ACTORS/FDINETTE.FAN                                   20               -               -               -               -
ACTORS/FDINHE.FAN                                     25               -               -               -               -
ACTORS/FDINHE1.FAN                                     9               -               -               -               -
ACTORS/FDINHEOL.FAN                                    7               -               -               -               -
ACTORS/FEATHER.FAN                                     8               -               -               -               -
ACTORS/FIREBALL.FAN                                    7               -               -               -               -
ACTORS/FIR_PIGY.FAN                                   10               -               -               -               -
ACTORS/FLAME.FAN                                      13               -               -               -               -
ACTORS/FLAME1.FAN                                     13               -               -               -               -
ACTORS/FLAME10.FAN                                    13               -               -               -               -
ACTORS/FLAME2.FAN                                     13               -               -               -               -
ACTORS/FLAME20.FAN                                    13               -               -               -               -
ACTORS/FLAME3.FAN                                     13               -               -               -               -
ACTORS/FLAME30.FAN                                    13               -               -               -               -
ACTORS/FLAME4.FAN                                     13               -               -               -               -
ACTORS/FLAME40.FAN                                    13               -               -               -               -
ACTORS/FLAME5.FAN                                     13               -               -               -               -
ACTORS/FLAME6.FAN                                     13               -               -               -               -
ACTORS/FLAME7.FAN                                     13               -               -               -               -
ACTORS/FLAME8.FAN                                     13               -               -               -               -
ACTORS/FLAME9.FAN                                     13               -               -               -               -
ACTORS/FLOWER.FAN                                     22               -               -               -               -
ACTORS/FLOWER2.FAN                                    14               -               -               -               -
ACTORS/FLOWER3.FAN                                    14               -               -               -               -
ACTORS/FLOWER4.FAN                                    14               -               -               -               -
ACTORS/FLOWER5.FAN                                    14               -               -               -               -
ACTORS/FOOL.FAN                                       13               -               -               -               -
ACTORS/FOOLISH.FAN                                    15               -               -               -               -
ACTORS/FOUNTAIN.FAN                                   15               -               -               -               -
ACTORS/FOYER.FAN                                      10               -               -               -               -
ACTORS/FOYER2.FAN                                     10               -               -               -               -
ACTORS/FOYER3.FAN                                     19               -               -               -               -
ACTORS/FOYER4.FAN                                     19               -               -               -               -
ACTORS/FRED.FAN                                 26/nns=0               -               -               -               -
ACTORS/FROGDINN.FAN                                   15               -               -               -               -
ACTORS/F_BOK.FAN                                       9               -               -               -               -
ACTORS/F_BOOK.FAN                                      9               -               -               -               -
ACTORS/F_BOOK_L.FAN                                   13               -               -               -               -
ACTORS/F_BOOK_R.FAN                                   13               -               -               -               -
ACTORS/F_HRB1_L.FAN                                   13               -               -               -               -
ACTORS/F_HRB1_R.FAN                                   13               -               -               -               -
ACTORS/F_PICKUP.FAN                                   13               -               -               -               -
ACTORS/GOLDSWOR.FAN                                   22               -               -               -               -
ACTORS/GOLDSWRD.FAN                                    8               -               -               -               -
ACTORS/GOURDE.FAN                                      9               -               -               -               -
ACTORS/GRILLE.FAN                                     14               -               -               -               -
ACTORS/GRILLE2.FAN                                     9               -               -               -               -
ACTORS/GRILLE3.FAN                                     9               -               -               -               -
ACTORS/GRILLE4.FAN                                     9               -               -               -               -
ACTORS/GRILLE5.FAN                                     9               -               -               -               -
ACTORS/HANDY1.FAN                                      9               -               -               -               -
ACTORS/HANDY2.FAN                                      9               -               -               -               -
ACTORS/HANDY3.FAN                                      9               -               -               -               -
ACTORS/HANDY4.FAN                                      9               -               -               -               -
ACTORS/HEAD_SKI.FAN                                    8               -               -               -               -
ACTORS/HELLO10.FAN                                    10               -               -               -               -
ACTORS/HELLO11.FAN                                    10               -               -               -               -
ACTORS/HELLO2.FAN                                     10               -               -               -               -
ACTORS/HELLO3.FAN                                     10               -               -               -               -
ACTORS/HELLO4.FAN                                     10               -               -               -               -
ACTORS/HELLO5.FAN                                     10               -               -               -               -
ACTORS/HELLO6.FAN                                     10               -               -               -               -
ACTORS/HELLO7.FAN                                     10               -               -               -               -
ACTORS/HELLO8.FAN                                     10               -               -               -               -
ACTORS/HELLO9.FAN                                     10               -               -               -               -
ACTORS/HERB1.FAN                                      22               -               -               -               -
ACTORS/HERB2.FAN                                      22               -               -               -               -
ACTORS/HERB3.FAN                                      22               -               -               -               -
ACTORS/HERB4.FAN                                      20               -               -               -               -
ACTORS/HERCULE.FAN                                     9               -               -               -               -
ACTORS/HERCULE2.FAN                                    9               -               -               -               -
ACTORS/HERCULE3.FAN                                    9               -               -               -               -
ACTORS/HERCULE4.FAN                                    9               -               -               -               -
ACTORS/HERGIRL.FAN                                    20               -               -               -               -
ACTORS/HERMINED.FAN                                   23               -               -               -               -
ACTORS/HERMNET.FAN                                    23               -               -               -               -
ACTORS/HORSE.FAN                                       9               -               -               -               -
ACTORS/HORSE1.FAN                                     13               -               -               -               -
ACTORS/HORSE2.FAN                                      9               -               -               -               -
ACTORS/HORSE3.FAN                                     10               -               -               -               -
ACTORS/HOTEL.FAN                                       9               -               -               -               -
ACTORS/INARMOR.FAN                                    16               -               -               -               -
ACTORS/INVI2.FAN                                      16               -               -               -               -
ACTORS/INVISIBL.FAN                                   16               -               -               -               -
ACTORS/JEST.FAN                                       15               -               -               -               -
ACTORS/JESTER.FAN                                     25               -               -               -               -
ACTORS/JESTER1.FAN                                    25               -               -               -               -
ACTORS/KADOR.FAN                                      10               -               -               -               -
ACTORS/KEY.FAN                                        20               -               -               -               -
ACTORS/KING.FAN                                       13               -               -               -               -
ACTORS/KIRSTIN.FAN                              26/nns=0               -               -               -               -
ACTORS/KNIFE.FAN                                      22               -               -               -               -
ACTORS/LADDER.FAN                                     19               -               -               -               -
ACTORS/LADY_OF_.FAN                                   25               -               -               -               -
ACTORS/LAD_MINO.FAN                                   24               -               -               -               -
ACTORS/LAD_PIGY.FAN                                   10               -               -               -               -
ACTORS/LAMPY1.FAN                                     10               -               -               -               -
ACTORS/LAMPY2.FAN                                     10               -               -               -               -
ACTORS/LAMPY3.FAN                                     10               -               -               -               -
ACTORS/LIDDLEBO.FAN                                   13               -               -               -               -
ACTORS/LIDDLEGI.FAN                                   25               -               -               -               -
ACTORS/LIGHT1.FAN                                      9               -               -               -               -
ACTORS/LIGHT2.FAN                                      9               -               -               -               -
ACTORS/LIGHT3.FAN                                      9               -               -               -               -
ACTORS/LIGHT4.FAN                                      9               -               -               -               -
ACTORS/LQDDER2.FAN                                     9               -               -               -               -
ACTORS/L_A.FAN                                        10               -               -               -               -
ACTORS/MANDRAK2.FAN                                   14               -               -               -               -
ACTORS/MANDRAK3.FAN                                   14               -               -               -               -
ACTORS/MANDRAKA.FAN                                   22               -               -               -               -
ACTORS/MEANOTOR.FAN                                   25               -               -               -               -
ACTORS/MECANISM.FAN                                   20               -               -               -               -
ACTORS/MIN2.FAN                                       20               -               -               -               -
ACTORS/MINO.FAN                                       24               -               -               -               -
ACTORS/MINOTOR.FAN                                    25               -               -               -               -
ACTORS/MONK.FAN                                       25               -               -               -               -
ACTORS/MONK1.FAN                                      25               -               -               -               -
ACTORS/MONK2.FAN                                      25               -               -               -               -
ACTORS/MONK222.FAN                                    14               -               -               -               -
ACTORS/MONK3.FAN                                      25               -               -               -               -
ACTORS/MONK4.FAN                                      25               -               -               -               -
ACTORS/MONSTER.FAN                                    25               -               -               -               -
ACTORS/MYGIRL.FAN                                     20               -               -               -               -
ACTORS/NETFROG.FAN                                    20               -               -               -               -
ACTORS/NETTE.FAN                                27/nns=0               -               -               -               -
ACTORS/NETTE1.FAN                                     20               -               -               -               -
ACTORS/NETTE2.FAN                                     20               -               -               -               -
ACTORS/NETTE_NI.FAN                                   20               -               -               -               -
ACTORS/NEWDINN.FAN                                    23               -               -               -               -
ACTORS/NEW_DEV.FAN                                    14               -               -               -               -
ACTORS/NICE1.FAN                                      10               -               -               -               -
ACTORS/NICE2.FAN                                      10               -               -               -               -
ACTORS/NICE3.FAN                                      10               -               -               -               -
ACTORS/NICE4.FAN                                      10               -               -               -               -
ACTORS/NICE5.FAN                                      10               -               -               -               -
ACTORS/NICE6.FAN                                      10               -               -               -               -
ACTORS/NICE7.FAN                                      10               -               -               -               -
ACTORS/NICE8.FAN                                      10               -               -               -               -
ACTORS/NIL.FAN                                        22               -               -               -               -
ACTORS/NIL1.FAN                                       22               -               -               -               -
ACTORS/OGERDIN2.FAN                                   25               -               -               -               -
ACTORS/OGREDIN1.FAN                                   25               -               -               -               -
ACTORS/OGREDINN.FAN                                   13               -               -               -               -
ACTORS/OLDMAN.FAN                                      8               -               -               -               -
ACTORS/OLD_KNIG.FAN                                   25               -               -               -               -
ACTORS/ORNMEN10.FAN                                   19               -               -               -               -
ACTORS/ORNMENT1.FAN                                   19               -               -               -               -
ACTORS/ORNMENT2.FAN                                   19               -               -               -               -
ACTORS/ORNMENT3.FAN                                   19               -               -               -               -
ACTORS/ORNMENT4.FAN                                   19               -               -               -               -
ACTORS/ORNMENT5.FAN                                   19               -               -               -               -
ACTORS/PAGE_HER.FAN                                   13               -               -               -               -
ACTORS/PAGE_SOR.FAN                                   22               -               -               -               -
ACTORS/PAGE_S_B.FAN                                   13               -               -               -               -
ACTORS/PANNEAU.FAN                                     9               -               -               -               -
ACTORS/PENITENT.FAN                             26/nns=0               -               -               -               -
ACTORS/PIC.FAN                                         9               -               -               -               -
ACTORS/PIC10.FAN                                       9               -               -               -               -
ACTORS/PIC2.FAN                                        9               -               -               -               -
ACTORS/PIGGY1.FAN                                     24               -               -               -               -
ACTORS/PIGOTOR.FAN                                    25               -               -               -               -
ACTORS/PILES.FAN                                      20               -               -               -               -
ACTORS/PILES2.FAN                                     20               -               -               -               -
ACTORS/PILES3.FAN                                     10               -               -               -               -
