Scanning 2774 .FAN files in data/e1-dos/

File                                                Ver  NNS Internal Name                 
SCENES/TWO21.FAN                                     14    - -                             
SCENES/TWO22.FAN                                     25    - two22                         
SCENES/TWO23.FAN                                     27    0 two23                         
SCENES/TWO23F.FAN                                    27    0 two23f                        
SCENES/TWO24.FAN                                     27    0 two24                         
SCENES/TWO25.FAN                                     27    0 two25                         
SCENES/TWO25F.FAN                                    27    0 two25f                        
SCENES/TWO26.FAN                                     27    0 two26                         
SCENES/TWO26F.FAN                                    27    0 two26f                        
SCENES/TWO27.FAN                                     27    0 two27                         
SCENES/TWO27A.FAN                                    27    0 two27a                        
SCENES/TWO27B.FAN                                    27    0 two27b                        
SCENES/TWO27C.FAN                                    27    0 two27c                        
SCENES/TWO27F.FAN                                    27    0 two27f                        
SCENES/TWO29.FAN                                     24    - two29                         
SCENES/TWO3.FAN                                      24    - two3                          
SCENES/TWO30.FAN                                     24    - two30                         
SCENES/TWO32.FAN                                     25    - two32                         
SCENES/TWO32_R.FAN                                   24    - two32_r                       
SCENES/TWO33.FAN                                     25    - two33                         
SCENES/TWO34.FAN                                     14    - -                             
SCENES/TWO4.FAN                                      25    - two4                          
SCENES/TWO40.FAN                                     14    - -                             
SCENES/TWO41.FAN                                     19    - -                             
SCENES/TWO43.FAN                                     23    - two43                         
SCENES/TWO45.FAN                                     22    - -                             
SCENES/TWO46.FAN                                     22    - -                             
SCENES/TWO48.FAN                                     14    - -                             
SCENES/TWO5.FAN                                      25    - two5                          
SCENES/TWO6.FAN                                      25    - two6                          
SCENES/TWO6TWO6.FAN                                  25    - two6two6                      
SCENES/TWO7.FAN                                      24    - two7                          
SCENES/TWO8.FAN                                      25    - two8                          
SCENES/TWOTWO5.FAN                                   25    - twotwo5                       
SCENES/T_KNIGHT.FAN                                  19    - -                             
SCENES/UP_LADDE.FAN                                  24    - up_ladder                     
SCENES/UP_ROOF.FAN                                   24    - up_roof                       
SCENES/VINIVINI.FAN                                  10    - -                             
SCENES/VIPER.FAN                                     23    - viper                         
SCENES/VIPER2.FAN                                    24    - viper2                        
SCENES/VITRAIL.FAN                                   10    - -                             
SCENES/W1.FAN                                        24    - w1                            
SCENES/WAR.FAN                                        9    - -                             
SCENES/WARRIOR.FAN                                   24    - warrior                       
SCENES/WAR_HIT1.FAN                                  24    - war_hit1                      
SCENES/WAR_HIT2.FAN                                  24    - war_hit2                      
SCENES/WAR_HIT3.FAN                                  24    - war_hit3                      
SCENES/WELL.FAN                                       9    - -                             
SCENES/WERE1.FAN                                     26    0 were1                         
SCENES/WERE10.FAN                                    26    0 were10                        
SCENES/WERE1000.FAN                                  24    - were1000                      
SCENES/WERE2.FAN                                     26    0 were2                         
SCENES/WERE3.FAN                                     26    0 were3                         
SCENES/WERE30.FAN                                    24    - were30                        
SCENES/WERE4.FAN                                     26    0 were4                         
SCENES/WERE5.FAN                                     26    0 were5                         
SCENES/WERE50.FAN                                    25    - were50                        
SCENES/WERE51.FAN                                    24    - were51                        
SCENES/WERE52.FAN                                    24    - were52                        
SCENES/WERE7.FAN                                     26    0 were7                         
SCENES/WERE8.FAN                                     26    0 were8                         
SCENES/WERE9.FAN                                     26    0 were9                         
SCENES/WERE_H1.FAN                                   23    - were_h1                       
SCENES/WER_LIT2.FAN                                  25    - wer_lit2                      
SCENES/WER_LIT3.FAN                                  10    - -                             
SCENES/WER_LITL.FAN                                  10    - -                             
SCENES/WIN1.FAN                                      10    - -                             
SCENES/WIN_PUB.FAN                                    8    - -                             
SCENES/WIS1.FAN                                      20    - -                             
SCENES/WISARD1.FAN                                   24    - wisard1                       
SCENES/WISARD2.FAN                                   24    - wisard2                       
SCENES/WISARD_A.FAN                                  23    - wisard_a                      
SCENES/WISARD_B.FAN                                  23    - wisard_b                      
SCENES/WITCH.FAN                                     24    - witch                         
SCENES/WITCH_FR.FAN                                  23    - witch_fr                      
SCENES/W_A_1.FAN                                     26    0 w_a_1                         
SCENES/W_A_2.FAN                                     26    0 w_a_2                         
SCENES/W_A_3.FAN                                     26    0 w_a_3                         
SCENES/W_BOARD.FAN                                   23    - w_board                       
SCENES/XXX5.FAN                                      24    - xxx5                          
SCENES/X_ARM.FAN                                     18    - -                             
SCENES/X_ARM2.FAN                                    26    0 x_arm2                        
SCENES/X_ARM3.FAN                                    25    - x_arm3                        
SCENES/X_ARM4.FAN                                    18    - -                             
SCENES/X_ARM5.FAN                                    19    - -                             
SCENES/X_ARM6.FAN                                    25    - x_arm6                        
SCENES/X_ARM8.FAN                                    26    0 x_arm8                        
SCENES/X_BARB2.FAN                                   24    - x_barb2                       
SCENES/X_BARB3.FAN                                   24    - x_barb3                       
SCENES/X_BARB4.FAN                                   24    - x_barb4                       
SCENES/X_BARB5.FAN                                   24    - x_barb5                       
SCENES/X_BARB6.FAN                                   24    - x_barb6                       
SCENES/X_BARB7.FAN                                   24    - x_barb7                       
SCENES/X_BARBAR.FAN                                  24    - x_barbar                      
SCENES/X_BIRD.FAN                                    15    - -                             
SCENES/X_BOK10.FAN                                   24    - x_bok10                       
SCENES/X_BOK11.FAN                                   24    - x_bok11                       
SCENES/X_BOK13.FAN                                   24    - x_bok13                       
SCENES/X_BOK2.FAN                                    24    - x_bok2                        
SCENES/X_BOK4.FAN                                    24    - x_bok4                        
SCENES/X_BOK5.FAN                                    19    - -                             
SCENES/X_BOK7.FAN                                    24    - x_bok7                        
SCENES/X_BOK9.FAN                                    24    - x_bok9                        
SCENES/X_CHCH5.FAN                                   23    - x_chch5                       
SCENES/X_CREEP.FAN                                   27    0 x_creep                       
SCENES/X_DEM1.FAN                                    25    - x_dem1                        
SCENES/X_DIN1.FAN                                    24    - x_din1                        
SCENES/X_DOOR1.FAN                                   25    - x_door1                       
SCENES/X_DOOR2.FAN                                   25    - x_door2                       
SCENES/X_DOOR3.FAN                                   25    - x_door3                       
SCENES/X_D_HERM.FAN                                  26    0 x_d_herm                      
SCENES/X_END.FAN                                     22    - -                             
SCENES/X_END1.FAN                                    24    - x_end1                        
SCENES/X_END2.FAN                                    22    - -                             
SCENES/X_END3.FAN                                    22    - -                             
SCENES/X_FALL.FAN                                    24    - x_fall                        
SCENES/X_FALL1.FAN                                   24    - x_fall1                       
SCENES/X_FALL2.FAN                                   24    - x_fall2                       
SCENES/X_FALL3.FAN                                   24    - x_fall3                       
SCENES/X_FOL1.FAN                                    24    - x_fol1                        
SCENES/X_FOUNT.FAN                                   15    - -                             
SCENES/X_FOUNT2.FAN                                  24    - x_fount2                      
SCENES/X_FOUNT3.FAN                                  24    - x_fount3                      
SCENES/X_FROG.FAN                                    24    - x_frog                        
SCENES/X_KING1.FAN                                   24    - x_king1                       
SCENES/X_KING2.FAN                                   24    - x_king2                       
SCENES/X_LADY.FAN                                    24    - x_lady                        
SCENES/X_MONKIN.FAN                                  23    - x_monkin                      
SCENES/X_N_ARM2.FAN                                  26    0 x_n_arm2                      
SCENES/X_N_ARM8.FAN                                  26    0 x_n_arm8                      
SCENES/X_PIPI.FAN                                    24    - x_pipi                        
SCENES/X_PIPI2.FAN                                   24    - x_pipi2                       
SCENES/X_PRIEST.FAN                                  23    - x_priest                      
SCENES/X_RAMP.FAN                                    20    - -                             
SCENES/X_RATTY.FAN                                   24    - x_ratty                       
SCENES/X_RATTY2.FAN                                  15    - -                             
SCENES/X_SERP.FAN                                    16    - -                             
SCENES/X_SKEL2.FAN                                   24    - x_skel2                       
SCENES/X_SKEL3.FAN                                   15    - -                             
SCENES/X_SKEL4.FAN                                   23    - x_skel4                       
SCENES/X_SOR1.FAN                                    24    - x_sor1                        
SCENES/X_TRI1.FAN                                    20    - -                             
SCENES/X_TRI82.FAN                                   20    - -                             
SCENES/X_TRIA30.FAN                                  20    - -                             
SCENES/X_TRIA70.FAN                                  20    - -                             
SCENES/X_TRIA80.FAN                                  19    - -                             
SCENES/X_TRIA82.FAN                                  20    - -                             
SCENES/X_TWO32.FAN                                   26    0 x_two32                       
SCENES/X_TWO32L.FAN                                  26    0 x_two32l                      
SCENES/X_TWO4.FAN                                    25    - x_two4                        
SCENES/X_WAR1.FAN                                    24    - x_war1                        
SCENES/X_WERE.FAN                                    24    - x_were                        
SCENES/X_WIS2.FAN                                    20    - -                             
SCENES/X_WIS3.FAN                                    20    - -                             
SCENES/X_ZEST7.FAN                                   20    - -                             
SCENES/YES1.FAN                                      24    - yes1                          
SCENES/YES10.FAN                                     24    - yes10                         
SCENES/YES11.FAN                                     10    - -                             
SCENES/YES12.FAN                                     25    - yes12                         
SCENES/YES13.FAN                                     25    - yes13                         
SCENES/YES14.FAN                                     24    - yes14                         
SCENES/YES15.FAN                                     26    0 yes15                         
SCENES/YES16.FAN                                     24    - yes16                         
SCENES/YES17.FAN                                     10    - -                             
SCENES/YES18.FAN                                     10    - -                             
SCENES/YES2.FAN                                      24    - yes2                          
SCENES/YES3.FAN                                      24    - yes3                          
SCENES/YES4.FAN                                      27    0 yes4                          
SCENES/YES5.FAN                                      27    0 yes5                          
SCENES/YES6.FAN                                      22    - -                             
SCENES/YES7.FAN                                      24    - yes7                          
SCENES/YES8.FAN                                      26    0 yes8                          
SCENES/YES9.FAN                                      25    - yes9                          
SCENES/YOH_OH.FAN                                    24    - yoh_oh                        
SCENES/YOH_OH2.FAN                                   10    - -                             
SCENES/YOH_OH22.FAN                                  11    - -                             
SCENES/YOH_OH3.FAN                                   24    - yoh_oh3                       
SCENES/Z.FAN                                         24    - z                             
SCENES/Z1.FAN                                         9    - -                             
SCENES/Z2.FAN                                         9    - -                             
SCENES/Z3.FAN                                         9    - -                             
SCENES/ZEST1.FAN                                     20    - -                             
SCENES/ZEST10.FAN                                    10    - -                             
SCENES/ZEST11.FAN                                    24    - zest11                        
SCENES/ZEST12.FAN                                    27    0 zest12                        
SCENES/ZEST14.FAN                                    10    - -                             
SCENES/ZEST15.FAN                                    24    - zest15                        
SCENES/ZEST16.FAN                                    24    - zest16                        
SCENES/ZEST17.FAN                                    24    - zest17                        
SCENES/ZEST18.FAN                                    24    - zest18                        
SCENES/ZEST2.FAN                                     10    - -                             
SCENES/ZEST3.FAN                                     20    - -                             
SCENES/ZEST4.FAN                                     26    0 zest4                         
SCENES/ZEST44.FAN                                    10    - -                             
SCENES/ZEST5.FAN                                     27    0 zest5                         
SCENES/ZEST6.FAN                                     26    0 zest6                         
SCENES/ZEST7.FAN                                     24    - zest7                         
SCENES/ZEST8.FAN                                     10    - -                             
SCENES/ZEST9.FAN                                     10    - -                             
SCENES/Z_CREEP.FAN                                   22    - -                             
SCENES/Z_CREEP2.FAN                                  24    - z_creep2                      
SCENES/Z_CREEP3.FAN                                  24    - z_creep3                      
SCENES/Z_CREEP4.FAN                                  24    - z_creep4                      
SCENES/Z_CREEP5.FAN                                  26    0 z_creep5                      
SCENES/Z_DEMON.FAN                                   27    0 z_demon                       
SCENES/Z_DOL.FAN                                     23    - z_dol                         
SCENES/Z_DOLDOL.FAN                                  23    - z_doldol                      
SCENES/Z_DORMIR.FAN                                  23    - z_dormir                      
SCENES/Z_DORRR.FAN                                   23    - z_dormir                      
SCENES/Z_D_W.FAN                                     24    - z_d_w                         
SCENES/Z_D_W2.FAN                                    24    - z_d_w2                        
SCENES/Z_D_W3.FAN                                    23    - z_d_w3                        
SCENES/Z_GIRL.FAN                                    23    - z_girl                        
SCENES/Z_GIRL1.FAN                                   23    - z_girl1                       
SCENES/Z_NIT2.FAN                                    24    - z_nit2                        
SCENES/Z_PUT_R.FAN                                   22    - -                             
SCENES/Z_SOR.FAN                                     26    0 z_sor                         
SCENES/Z_T9000.FAN                                   24    - z_t9000                       
SCENES/Z_T9100.FAN                                   24    - z_t9100                       
SCENES/Z_T9300.FAN                                   24    - z_t9300                       
SCENES/Z_TRAV.FAN                                    26    0 z_trav                        
SCENES/Z_TRIA90.FAN                                  26    0 z_tria90                      
SCENES/Z_TRIA91.FAN                                  26    0 z_tria91                      
SCENES/Z_TRIA93.FAN                                  24    - z_tria93                      
SCENES/Z_TWO6.FAN                                    24    - z_two6                        
SCENES/Z_TWO8.FAN                                    24    - z_two8                        
SCENES/Z_WERE1.FAN                                   24    - z_were1                       
SCENES/Z_WITCH.FAN                                   24    - z_witch                       
CODE/ECSTATIC.FAN                                    27    0 code\E2.FAN                   
SOUNDS/ARMRHIT.FAN                                   24    - armrhit                       
SOUNDS/ARMRWALK.FAN                                  24    - armrwalk                      
SOUNDS/AVE2_L_R.FAN                                  24    - ave2_l_r                      
SOUNDS/AVE_R_L.FAN                                   24    - ave_r_l                       
SOUNDS/BATHGIRL.FAN                                  24    - bathgirl                      
SOUNDS/BATHGRL2.FAN                                  24    - bathgrl2                      
SOUNDS/BATS.FAN                                      24    - bats                          
SOUNDS/BELL.FAN                                      24    - bell                          
SOUNDS/BIGCREAK.FAN                                  24    - bigcreak                      
SOUNDS/BIGDRIP.FAN                                   24    - bigdrip                       
SOUNDS/BIRDS.FAN                                     24    - birds                         
SOUNDS/BIRDS2.FAN                                    24    - birds2                        
SOUNDS/BODYCRWL.FAN                                  24    - bodycrwl                      
SOUNDS/BOK2.FAN                                      24    - BOK2                          
SOUNDS/BONE.FAN                                      24    - bone                          
SOUNDS/BOTLDRIP.FAN                                  24    - botldrip                      
SOUNDS/BOTTLE.FAN                                    24    - bottle                        
SOUNDS/CANTOR.FAN                                    24    - cantor                        
SOUNDS/CHEERLP.FAN                                   24    - CHEERLP                       
SOUNDS/CHEERS.FAN                                    24    - cheers                        
SOUNDS/CHEERS2.FAN                                   24    - CHEERS2                       
SOUNDS/CLOTHRSL.FAN                                  24    - clothrsl                      
SOUNDS/CLUB.FAN                                      24    - club                          
SOUNDS/CTAPULT.FAN                                   24    - ctapult                       
SOUNDS/DOORBRK.FAN                                   24    - doorbrk                       
SOUNDS/DOORSLAM.FAN                                  24    - doorslam                      
SOUNDS/DOORSLM2.FAN                                  24    - DOORSLM2                      
SOUNDS/DOORSLM3.FAN                                  24    - DOORSLM3                      
SOUNDS/DRGNBRTH.FAN                                  24    - drgnbrth                      
SOUNDS/DRGNFAL2.FAN                                  24    - DRGNFAL2                      
SOUNDS/DRGNFALL.FAN                                  24    - drgnfall                      
SOUNDS/DRGNFLAP.FAN                                  24    - drgnflap                      
SOUNDS/EERYVOX.FAN                                   24    - eeryvox                       
SOUNDS/F-YOG2.FAN                                    24    - F-YOG2                        
SOUNDS/FALL.FAN                                      24    - fall                          
SOUNDS/FALL2.FAN                                     24    - FALL2                         
SOUNDS/FALLMT1.FAN                                   24    - fallmt1                       
SOUNDS/FALLMTL.FAN                                   24    - fallmtl                       
SOUNDS/FATHIT.FAN                                    24    - fathit                        
SOUNDS/FAVE_R_L.FAN                                  24    - fave_r_l                      
SOUNDS/FEMSCRM.FAN                                   24    - femscrm                       
SOUNDS/FFGETHIT.FAN                                  24    - ffgethit                      
SOUNDS/FF_END.FAN                                    24    - ff_end                        
SOUNDS/FF_LAC.FAN                                    24    - ff_lac                        
SOUNDS/FF_LAC1.FAN                                   24    - ff_lac1                       
SOUNDS/FF_NO.FAN                                     24    - ff_no                         
SOUNDS/FF_PANT.FAN                                   24    - ff_pant                       
SOUNDS/FF_YOG.FAN                                    24    - ff_yog                        
SOUNDS/FF_YOG2.FAN                                   24    - ff_yog2                       
SOUNDS/FF_YOG3.FAN                                   24    - ff_yog3                       
SOUNDS/FGETHIT1.FAN                                  24    - fgethit1                      
SOUNDS/FGETHIT2.FAN                                  24    - fgethit2                      
SOUNDS/FGETHIT3.FAN                                  24    - fgethit3                      
SOUNDS/FGETHIT4.FAN                                  24    - fgethit4                      
SOUNDS/FGGETHIT.FAN                                  24    - FGGETHIT                      
SOUNDS/FHGETHIT.FAN                                  24    - FHGETHIT                      
SOUNDS/FHH6_1.FAN                                    24    - fhh6_1                        
SOUNDS/FHH6_1A.FAN                                   24    - fhh6_1a                       
SOUNDS/FHOTEL22.FAN                                  24    - fhotel22                      
SOUNDS/FHOTEL33.FAN                                  24    - fhotel33                      
SOUNDS/FIGETHIT.FAN                                  24    - FIGETHIT                      
SOUNDS/FIRETHRW.FAN                                  24    - firethrw                      
SOUNDS/FJGETHIT.FAN                                  24    - FJGETHIT                      
SOUNDS/FNOTHING.FAN                                  24    - fnothing                      
SOUNDS/FNTAINLP.FAN                                  27    0 fntainlp                      
SOUNDS/FOOL1.FAN                                     24    - fool1                         
SOUNDS/FOOL2.FAN                                     24    - FOOL2                         
SOUNDS/FOOL3.FAN                                     24    - FOOL3                         
SOUNDS/FOOL4.FAN                                     24    - FOOL4                         
SOUNDS/FROGGY.FAN                                    24    - froggy                        
SOUNDS/FTRIA45.FAN                                   24    - ftria45                       
SOUNDS/FTRIA46.FAN                                   24    - FTRIA46                       
SOUNDS/FTRIA47.FAN                                   24    - ftria47                       
SOUNDS/FTRIA55.FAN                                   24    - ftria55                       
SOUNDS/FTRIA56.FAN                                   24    - FTRIA56                       
SOUNDS/FTRIA57.FAN                                   24    - FTRIA57                       
SOUNDS/FTRIA58.FAN                                   24    - FTRIA58                       
SOUNDS/FTRIA59.FAN                                   24    - FTRIA59                       
SOUNDS/FTRIA60.FAN                                   24    - FTRIA60                       
SOUNDS/FTRIA61.FAN                                   24    - FTRIA61                       
SOUNDS/FTRIA65.FAN                                   24    - ftria65                       
SOUNDS/FTRIA67.FAN                                   24    - ftria67                       
SOUNDS/FTRIA68.FAN                                   24    - ftria68                       
SOUNDS/FTRIA70.FAN                                   24    - ftria70                       
SOUNDS/FTRIA700.FAN                                  24    - ftria700                      
SOUNDS/FTRIA80.FAN                                   24    - ftria80                       
SOUNDS/FTRIA82.FAN                                   24    - ftria82                       
SOUNDS/F_LAC.FAN                                     24    - f_lac                         
SOUNDS/F_LAC1.FAN                                    24    - f_lac1                        
SOUNDS/F_NO.FAN                                      24    - f_no                          
SOUNDS/F_PANT.FAN                                    24    - f_pant                        
SOUNDS/F_TED3.FAN                                    24    - f_ted3                        
SOUNDS/F_TEDDY.FAN                                   24    - f_teddy                       
SOUNDS/F_YOG.FAN                                     24    - f_yog                         
SOUNDS/F_YOG2.FAN                                    24    - f_yog2                        
SOUNDS/F_YOG3.FAN                                    24    - f_yog3                        
SOUNDS/G-H-WIT.FAN                                   24    - G-H-WIT                       
SOUNDS/GALLOP2.FAN                                   24    - gallop2                       
SOUNDS/GETHITB.FAN                                   24    - gethitb                       
SOUNDS/GIRL1.FAN                                     24    - girl1                         
SOUNDS/GIRL2.FAN                                     24    - girl2                         
SOUNDS/GLUG.FAN                                      24    - glug                          
SOUNDS/GRABFROG.FAN                                  24    - grabfrog                      
SOUNDS/GROWLB.FAN                                    24    - growlb                        
SOUNDS/GROWLS.FAN                                    24    - growls                        
SOUNDS/GRUNT.FAN                                     24    - grunt                         
SOUNDS/GRUNT2.FAN                                    24    - grunt2                        
SOUNDS/GRUNT3.FAN                                    24    - GRUNT3                        
SOUNDS/GRUNT4.FAN                                    24    - GRUNT4                        
SOUNDS/G_H_WIT.FAN                                   24    - G_H_WIT                       
SOUNDS/HH6-1.FAN                                     24    - HH6-1                         
SOUNDS/HH6-1V.FAN                                    24    - HH6-1V                        
SOUNDS/HH6_1A.FAN                                    24    - hh6_1a                        
SOUNDS/HORSTEP1.FAN                                  24    - horstep1                      
SOUNDS/HORSTEP2.FAN                                  24    - horstep2                      
SOUNDS/HORSWIN2.FAN                                  24    - horswin2                      
SOUNDS/HORSWINI.FAN                                  24    - horswini                      
SOUNDS/HOTEL1_1.FAN                                  24    - hotel1_1                      
SOUNDS/HOTEL2_2.FAN                                  24    - hotel2_2                      
SOUNDS/HOTEL3_3.FAN                                  24    - hotel3_3                      
SOUNDS/HVYSTEP1.FAN                                  24    - hvystep1                      
SOUNDS/HVYSTEP2.FAN                                  24    - hvystep2                      
SOUNDS/HVYSTEP3.FAN                                  24    - HVYSTEP3                      
SOUNDS/HVYSTEP4.FAN                                  24    - HVYSTEP4                      
SOUNDS/KING_UP.FAN                                   24    - king_up                       
SOUNDS/KNIGHT.FAN                                    24    - knight                        
SOUNDS/KNIGHT1.FAN                                   24    - KNIGHT1                       
SOUNDS/KNIGHT1A.FAN                                  24    - KNIGHT1A                      
SOUNDS/KNIGHT2.FAN                                   24    - knight2                       
SOUNDS/KNIGHT3.FAN                                   24    - knight3                       
SOUNDS/KNIGHT4.FAN                                   24    - KNIGHT4                       
SOUNDS/KNIGHT5.FAN                                   24    - KNIGHT5                       
SOUNDS/LADY3A.FAN                                    24    - lady3a                        
SOUNDS/LADY3B.FAN                                    24    - lady3b                        
SOUNDS/LADY3C.FAN                                    24    - lady3c                        
SOUNDS/LEAVES.FAN                                    24    - leaves                        
SOUNDS/LITG_GHB.FAN                                  24    - litg_ghb                      
SOUNDS/M1_GHI1.FAN                                   24    - m1_ghi1                       
SOUNDS/M1_GHIT.FAN                                   24    - m1_ghit                       
SOUNDS/M3_END.FAN                                    24    - m3_end                        
SOUNDS/METLSTEP.FAN                                  24    - metlstep                      
SOUNDS/MINDIES.FAN                                   24    - MINDIES                       
SOUNDS/MINSNORT.FAN                                  24    - MINSNORT                      
SOUNDS/MMMLOOP.FAN                                   24    - mmmloop                       
SOUNDS/MONK2ENT.FAN                                  24    - monk2ent                      
SOUNDS/MONKENTA.FAN                                  24    - monkenta                      
SOUNDS/MONKENTB.FAN                                  24    - monkentb                      
SOUNDS/MONKS.FAN                                     24    - monks                         
SOUNDS/MONK_ENT.FAN                                  24    - monk_ent                      
SOUNDS/MON_END.FAN                                   24    - mon_end                       
SOUNDS/MON_GHIT.FAN                                  24    - mon_ghit                      
SOUNDS/MOTOR.FAN                                     24    - MOTOR                         
SOUNDS/NIT1.FAN                                      24    - nit1                          
SOUNDS/NIT2.FAN                                      24    - nit2                          
SOUNDS/NIT3.FAN                                      24    - nit3                          
SOUNDS/NIT4.FAN                                      24    - nit4                          
SOUNDS/NIT5.FAN                                      24    - nit5                          
SOUNDS/NOTHING.FAN                                   24    - nothing                       
SOUNDS/PAPER.FAN                                     24    - paper                         
SOUNDS/PATTER.FAN                                    24    - patter                        
SOUNDS/PENI-END.FAN                                  24    - PENI-END                      
SOUNDS/PENI1.FAN                                     24    - peni1                         
SOUNDS/PENI2.FAN                                     24    - peni2                         
SOUNDS/PENI4.FAN                                     24    - peni4                         
SOUNDS/PENIEND2.FAN                                  24    - PENIEND2                      
SOUNDS/PENI_END.FAN                                  24    - peni_end                      
SOUNDS/PENI_GH.FAN                                   24    - peni_gh                       
SOUNDS/PIG1.FAN                                      24    - pig1                          
SOUNDS/PIG2.FAN                                      24    - pig2                          
SOUNDS/PIG3.FAN                                      24    - pig3                          
SOUNDS/PIG4.FAN                                      24    - pig4                          
SOUNDS/PIG6.FAN                                      24    - pig6                          
SOUNDS/PIG7.FAN                                      24    - pig7                          
SOUNDS/PIG8.FAN                                      24    - pig8                          
SOUNDS/PIGGYHIT.FAN                                  24    - piggyhit                      
SOUNDS/PIGGYVOX.FAN                                  24    - piggyvox                      
SOUNDS/PIGGYVX2.FAN                                  24    - PIGGYVX2                      
SOUNDS/PIGGYVX3.FAN                                  24    - PIGGYVX3                      
SOUNDS/PNCHSW.FAN                                    24    - pnchsw                        
SOUNDS/PORTCDWN.FAN                                  24    - portcdwn                      
SOUNDS/PORTCULL.FAN                                  24    - portcull                      
SOUNDS/POTBOIL1.FAN                                  24    - potboil1                      
SOUNDS/POTBOIL2.FAN                                  24    - potboil2                      
SOUNDS/PRIEST1.FAN                                   24    - priest1                       
SOUNDS/PRIEST2.FAN                                   24    - priest2                       
SOUNDS/PUNCH1.FAN                                    24    - punch1                        
SOUNDS/PUNCH2.FAN                                    24    - punch2                        
SOUNDS/PUNCH3.FAN                                    24    - punch3                        
SOUNDS/P_END.FAN                                     24    - p_end                         
SOUNDS/P_GETHIT.FAN                                  24    - p_gethit2                     
SOUNDS/P_STD.FAN                                     24    - p_std                         
SOUNDS/P_STD2.FAN                                    24    - p_std2                        
SOUNDS/P_STD3.FAN                                    24    - p_std3                        
SOUNDS/R01.FAN                                       24    - R01                           
SOUNDS/RATSCRCH.FAN                                  24    - ratscrch                      
SOUNDS/RATSTEPS.FAN                                  24    - ratsteps                      
SOUNDS/RO1.FAN                                       24    - ro1                           
SOUNDS/RO12.FAN                                      24    - RO12                          
SOUNDS/RO13.FAN                                      24    - ro13                          
SOUNDS/RUNTOKIS.FAN                                  24    - runtokis                      
SOUNDS/SHOP1.FAN                                     24    - shop1                         
SOUNDS/SHOP2.FAN                                     24    - shop2                         
SOUNDS/SHOP3.FAN                                     24    - shop3                         
SOUNDS/SHOPHIT.FAN                                   24    - shophit                       
SOUNDS/SKELECRK.FAN                                  24    - skelecrk                      
SOUNDS/SMLCREAK.FAN                                  24    - smlcreak                      
SOUNDS/SNAKE.FAN                                     24    - SNAKE                         
SOUNDS/SOR1.FAN                                      24    - sor1                          
SOUNDS/SOR1A.FAN                                     24    - sor1a                         
SOUNDS/SOR1B.FAN                                     24    - sor1b                         
SOUNDS/SOR1C.FAN                                     24    - sor1c                         
SOUNDS/SOR4.FAN                                      24    - sor4                          
SOUNDS/SOR5.FAN                                      24    - sor5                          
SOUNDS/SOR6.FAN                                      24    - sor6                          
SOUNDS/SOR6A.FAN                                     24    - sor6a                         
SOUNDS/SOR6B.FAN                                     24    - sor6b                         
SOUNDS/SOR7.FAN                                      24    - sor7                          
SOUNDS/SOR_TOW6.FAN                                  24    - sor_tow6                      
SOUNDS/SOR_TOW7.FAN                                  24    - sor_tow7                      
SOUNDS/SP-GIRL4.FAN                                  24    - SP-GIRL4                      
SOUNDS/SP-GIRL5.FAN                                  24    - SP-GIRL5                      
SOUNDS/SPIDRSTP.FAN                                  24    - spidrstp                      
SOUNDS/STEP1.FAN                                     27    0 step1                         
SOUNDS/STEP2.FAN                                     27    0 step2                         
SOUNDS/STEP3.FAN                                     24    - step3                         
SOUNDS/STEP4.FAN                                     24    - step4                         
SOUNDS/STONCI10.FAN                                  24    - stonci10                      
SOUNDS/STONCI11.FAN                                  24    - stonci11                      
SOUNDS/STONCI12.FAN                                  24    - stonci12                      
SOUNDS/STONCI13.FAN                                  24    - stonci13                      
SOUNDS/STONCI14.FAN                                  24    - stonci14                      
SOUNDS/STONCIR1.FAN                                  24    - stoncir1                      
SOUNDS/STONCIR2.FAN                                  24    - stoncir2                      
SOUNDS/STONCIR3.FAN                                  24    - stoncir3                      
SOUNDS/STONCIR4.FAN                                  24    - stoncir4                      
SOUNDS/STONCIR5.FAN                                  24    - stoncir5                      
SOUNDS/STONCIR6.FAN                                  24    - stoncir6                      
SOUNDS/STONCIR7.FAN                                  24    - stoncir7                      
SOUNDS/STONCIR8.FAN                                  24    - stoncir8                      
SOUNDS/STONCIR9.FAN                                  24    - stoncir9                      
SOUNDS/STONCIRC.FAN                                  24    - stoncirc                      
SOUNDS/STONDOOR.FAN                                  24    - stondoor                      
SOUNDS/SURPRISE.FAN                                  24    - surprise                      
SOUNDS/SWORD.FAN                                     24    - sword                         
SOUNDS/SWORDHIT.FAN                                  24    - swordhit                      
SOUNDS/SWORDSW1.FAN                                  24    - swordsw1                      
SOUNDS/SWORDSW2.FAN                                  24    - swordsw2                      
SOUNDS/THUD.FAN                                      24    - thud                          
SOUNDS/THUDSM1.FAN                                   24    - thudsm1                       
SOUNDS/THUNDER1.FAN                                  24    - THUNDER1                      
SOUNDS/THUNDER5.FAN                                  24    - THUNDER5                      
SOUNDS/THUNDER6.FAN                                  24    - THUNDER6                      
SOUNDS/TRANSFRM.FAN                                  24    - transfrm                      
SOUNDS/TRAVEL.FAN                                    24    - travel                        
SOUNDS/TRI1.FAN                                      24    - tri1                          
SOUNDS/TRI10.FAN                                     24    - tri10                         
SOUNDS/TRI2.FAN                                      24    - tri2                          
SOUNDS/TRIA10.FAN                                    24    - TRIA10                        
